step,episode,episode_return,episode_length,seed
6144,188,31.0,31,2
6144,189,116.0,116,2
6144,190,116.0,116,2
6144,191,19.0,19,2
6144,192,75.0,75,2
6144,193,68.0,68,2
6144,194,101.0,101,2
6144,195,35.0,35,2
6144,196,61.0,61,2
6144,197,117.0,117,2
6144,198,73.0,73,2
6144,199,12.0,12,2
8192,200,44.0,44,2
8192,201,114.0,114,2
8192,202,127.0,127,2
8192,203,74.0,74,2
8192,204,101.0,101,2
8192,205,32.0,32,2
8192,206,64.0,64,2
8192,207,68.0,68,2
8192,208,157.0,157,2
8192,209,95.0,95,2
8192,210,106.0,106,2
8192,211,39.0,39,2
8192,212,89.0,89,2
8192,213,74.0,74,2
8192,214,185.0,185,2
8192,215,82.0,82,2
8192,216,52.0,52,2
8192,217,131.0,131,2
8192,218,93.0,93,2
8192,219,144.0,144,2
8192,220,48.0,48,2
8192,221,58.0,58,2
10240,222,99.0,99,2
10240,223,323.0,323,2
10240,224,64.0,64,2
10240,225,10.0,10,2
10240,226,85.0,85,2
10240,227,234.0,234,2
10240,228,195.0,195,2
10240,229,181.0,181,2
10240,230,156.0,156,2
10240,231,254.0,254,2
10240,232,196.0,196,2
10240,233,201.0,201,2
12288,234,364.0,364,2
12288,235,204.0,204,2
12288,236,204.0,204,2
12288,237,298.0,298,2
12288,238,113.0,113,2
12288,239,293.0,293,2
12288,240,188.0,188,2
12288,241,224.0,224,2
14336,242,155.0,155,2
14336,243,433.0,433,2
14336,244,500.0,500,2
14336,245,349.0,349,2
14336,246,100.0,100,2
14336,247,277.0,277,2
16384,248,372.0,372,2
16384,249,338.0,338,2
16384,250,500.0,500,2
16384,251,234.0,234,2
16384,252,500.0,500,2
18432,253,68.0,68,2
18432,254,474.0,474,2
18432,255,162.0,162,2
18432,256,500.0,500,2
18432,257,500.0,500,2
20480,258,500.0,500,2
20480,259,500.0,500,2
20480,260,175.0,175,2
20480,261,403.0,403,2
22528,262,500.0,500,2
22528,263,500.0,500,2
22528,264,500.0,500,2
22528,265,249.0,249,2
24576,266,500.0,500,2
24576,267,500.0,500,2
24576,268,500.0,500,2
24576,269,500.0,500,2
26624,270,500.0,500,2
26624,271,446.0,446,2
26624,272,381.0,381,2
26624,273,67.0,67,2
26624,274,500.0,500,2
28672,275,500.0,500,2
28672,276,500.0,500,2
28672,277,252.0,252,2
28672,278,500.0,500,2
30720,279,500.0,500,2
30720,280,168.0,168,2
30720,281,500.0,500,2
30720,282,500.0,500,2
32768,283,285.0,285,2
32768,284,500.0,500,2
32768,285,500.0,500,2
32768,286,500.0,500,2
34816,287,500.0,500,2
34816,288,500.0,500,2
34816,289,500.0,500,2
34816,290,500.0,500,2
36864,291,500.0,500,2
36864,292,500.0,500,2
36864,293,500.0,500,2
36864,294,500.0,500,2
38912,295,206.0,206,2
38912,296,500.0,500,2
38912,297,500.0,500,2
38912,298,500.0,500,2
40960,299,500.0,500,2
40960,300,500.0,500,2
40960,301,500.0,500,2
40960,302,500.0,500,2
43008,303,500.0,500,2
43008,304,500.0,500,2
43008,305,434.0,434,2
43008,306,500.0,500,2
45056,307,459.0,459,2
45056,308,372.0,372,2
45056,309,500.0,500,2
45056,310,500.0,500,2
47104,311,500.0,500,2
47104,312,500.0,500,2
47104,313,325.0,325,2
47104,314,500.0,500,2
49152,315,500.0,500,2
49152,316,442.0,442,2
49152,317,500.0,500,2
49152,318,500.0,500,2
51200,319,500.0,500,2
51200,320,500.0,500,2
51200,321,500.0,500,2
51200,322,500.0,500,2
53248,323,295.0,295,2
53248,324,500.0,500,2
53248,325,500.0,500,2
53248,326,500.0,500,2
55296,327,428.0,428,2
55296,328,412.0,412,2
55296,329,224.0,224,2
55296,330,376.0,376,2
55296,331,500.0,500,2
57344,332,500.0,500,2
57344,333,500.0,500,2
57344,334,500.0,500,2
57344,335,447.0,447,2
59392,336,500.0,500,2
59392,337,500.0,500,2
59392,338,500.0,500,2
59392,339,500.0,500,2
61440,340,385.0,385,2
61440,341,500.0,500,2
61440,342,500.0,500,2
61440,343,446.0,446,2
63488,344,500.0,500,2
63488,345,188.0,188,2
63488,346,500.0,500,2
63488,347,500.0,500,2
63488,348,157.0,157,2
65536,349,500.0,500,2
65536,350,500.0,500,2
65536,351,500.0,500,2
65536,352,394.0,394,2
67584,353,316.0,316,2
67584,354,500.0,500,2
67584,355,500.0,500,2
67584,356,500.0,500,2
69632,357,500.0,500,2
69632,358,500.0,500,2
69632,359,500.0,500,2
69632,360,500.0,500,2
71680,361,500.0,500,2
71680,362,500.0,500,2
71680,363,500.0,500,2
71680,364,500.0,500,2
73728,365,277.0,277,2
73728,366,500.0,500,2
73728,367,500.0,500,2
73728,368,500.0,500,2
75776,369,356.0,356,2
75776,370,500.0,500,2
75776,371,450.0,450,2
75776,372,500.0,500,2
77824,373,500.0,500,2
77824,374,500.0,500,2
77824,375,500.0,500,2
77824,376,500.0,500,2
79872,377,438.0,438,2
79872,378,500.0,500,2
79872,379,500.0,500,2
79872,380,500.0,500,2
81920,381,447.0,447,2
81920,382,500.0,500,2
81920,383,500.0,500,2
81920,384,436.0,436,2
83968,385,500.0,500,2
83968,386,500.0,500,2
83968,387,380.0,380,2
83968,388,324.0,324,2
86016,389,500.0,500,2
86016,390,500.0,500,2
86016,391,500.0,500,2
86016,392,500.0,500,2
88064,393,500.0,500,2
88064,394,500.0,500,2
88064,395,500.0,500,2
88064,396,500.0,500,2
90112,397,500.0,500,2
90112,398,254.0,254,2
90112,399,500.0,500,2
90112,400,500.0,500,2
92160,401,500.0,500,2
92160,402,500.0,500,2
92160,403,500.0,500,2
92160,404,500.0,500,2
94208,405,500.0,500,2
94208,406,500.0,500,2
94208,407,500.0,500,2
94208,408,500.0,500,2
96256,409,500.0,500,2
96256,410,500.0,500,2
96256,411,489.0,489,2
96256,412,500.0,500,2
98304,413,500.0,500,2
98304,414,500.0,500,2
98304,415,500.0,500,2
98304,416,500.0,500,2
100352,417,500.0,500,2
100352,418,500.0,500,2
100352,419,500.0,500,2
100352,420,500.0,500,2
102400,421,500.0,500,2
102400,422,500.0,500,2
102400,423,500.0,500,2
102400,424,500.0,500,2
104448,425,500.0,500,2
104448,426,500.0,500,2
104448,427,500.0,500,2
104448,428,500.0,500,2
106496,429,500.0,500,2
106496,430,500.0,500,2
106496,431,500.0,500,2
106496,432,500.0,500,2
108544,433,500.0,500,2
108544,434,500.0,500,2
108544,435,500.0,500,2
108544,436,500.0,500,2
110592,437,500.0,500,2
110592,438,500.0,500,2
110592,439,500.0,500,2
110592,440,500.0,500,2
112640,441,500.0,500,2
112640,442,500.0,500,2
112640,443,500.0,500,2
112640,444,500.0,500,2
114688,445,500.0,500,2
114688,446,500.0,500,2
114688,447,500.0,500,2
114688,448,500.0,500,2
116736,449,500.0,500,2
116736,450,500.0,500,2
116736,451,500.0,500,2
116736,452,500.0,500,2
118784,453,500.0,500,2
118784,454,500.0,500,2
118784,455,500.0,500,2
118784,456,383.0,383,2
120832,457,500.0,500,2
120832,458,500.0,500,2
120832,459,500.0,500,2
120832,460,84.0,84,2
120832,461,155.0,155,2
122880,462,500.0,500,2
122880,463,500.0,500,2
122880,464,500.0,500,2
122880,465,500.0,500,2
124928,466,374.0,374,2
124928,467,500.0,500,2
124928,468,500.0,500,2
124928,469,399.0,399,2
126976,470,500.0,500,2
126976,471,303.0,303,2
126976,472,500.0,500,2
126976,473,500.0,500,2
126976,474,204.0,204,2
129024,475,500.0,500,2
129024,476,500.0,500,2
129024,477,500.0,500,2
129024,478,500.0,500,2
131072,479,500.0,500,2
131072,480,500.0,500,2
131072,481,500.0,500,2
131072,482,500.0,500,2
133120,483,500.0,500,2
133120,484,500.0,500,2
133120,485,500.0,500,2
133120,486,500.0,500,2
135168,487,500.0,500,2
135168,488,500.0,500,2
135168,489,500.0,500,2
135168,490,500.0,500,2
137216,491,500.0,500,2
137216,492,500.0,500,2
137216,493,500.0,500,2
137216,494,500.0,500,2
139264,495,500.0,500,2
139264,496,500.0,500,2
139264,497,500.0,500,2
139264,498,500.0,500,2
141312,499,500.0,500,2
141312,500,500.0,500,2
141312,501,500.0,500,2
141312,502,500.0,500,2
143360,503,500.0,500,2
143360,504,500.0,500,2
143360,505,500.0,500,2
143360,506,500.0,500,2
145408,507,500.0,500,2
145408,508,500.0,500,2
145408,509,500.0,500,2
145408,510,500.0,500,2
147456,511,500.0,500,2
147456,512,500.0,500,2
147456,513,500.0,500,2
147456,514,500.0,500,2
149504,515,500.0,500,2
149504,516,500.0,500,2
149504,517,500.0,500,2
149504,518,500.0,500,2
151552,519,500.0,500,2
151552,520,500.0,500,2
151552,521,500.0,500,2
151552,522,500.0,500,2
153600,523,500.0,500,2
153600,524,500.0,500,2
153600,525,500.0,500,2
153600,526,500.0,500,2
155648,527,500.0,500,2
155648,528,500.0,500,2
155648,529,500.0,500,2
155648,530,500.0,500,2
157696,531,500.0,500,2
157696,532,500.0,500,2
157696,533,500.0,500,2
157696,534,500.0,500,2
159744,535,500.0,500,2
159744,536,500.0,500,2
159744,537,500.0,500,2
159744,538,500.0,500,2
161792,539,500.0,500,2
161792,540,500.0,500,2
161792,541,500.0,500,2
161792,542,500.0,500,2
163840,543,500.0,500,2
163840,544,500.0,500,2
163840,545,500.0,500,2
163840,546,500.0,500,2
165888,547,500.0,500,2
165888,548,500.0,500,2
165888,549,500.0,500,2
165888,550,500.0,500,2
167936,551,500.0,500,2
167936,552,500.0,500,2
167936,553,500.0,500,2
167936,554,500.0,500,2
169984,555,500.0,500,2
169984,556,500.0,500,2
169984,557,500.0,500,2
169984,558,500.0,500,2
172032,559,500.0,500,2
172032,560,500.0,500,2
172032,561,500.0,500,2
172032,562,500.0,500,2
174080,563,500.0,500,2
174080,564,500.0,500,2
174080,565,500.0,500,2
174080,566,500.0,500,2
176128,567,500.0,500,2
176128,568,500.0,500,2
176128,569,500.0,500,2
176128,570,500.0,500,2
178176,571,500.0,500,2
178176,572,500.0,500,2
178176,573,500.0,500,2
178176,574,500.0,500,2
180224,575,500.0,500,2
180224,576,500.0,500,2
180224,577,500.0,500,2
180224,578,500.0,500,2
182272,579,500.0,500,2
182272,580,500.0,500,2
182272,581,500.0,500,2
182272,582,500.0,500,2
184320,583,500.0,500,2
184320,584,500.0,500,2
184320,585,500.0,500,2
184320,586,500.0,500,2
186368,587,500.0,500,2
186368,588,500.0,500,2
186368,589,500.0,500,2
186368,590,500.0,500,2
188416,591,500.0,500,2
188416,592,500.0,500,2
188416,593,500.0,500,2
188416,594,500.0,500,2
190464,595,500.0,500,2
190464,596,500.0,500,2
190464,597,500.0,500,2
190464,598,500.0,500,2
192512,599,500.0,500,2
192512,600,500.0,500,2
192512,601,500.0,500,2
192512,602,500.0,500,2
194560,603,500.0,500,2
194560,604,500.0,500,2
194560,605,500.0,500,2
194560,606,500.0,500,2
196608,607,500.0,500,2
196608,608,500.0,500,2
196608,609,500.0,500,2
196608,610,500.0,500,2
198656,611,500.0,500,2
198656,612,500.0,500,2
198656,613,500.0,500,2
198656,614,500.0,500,2
200704,615,500.0,500,2
200704,616,500.0,500,2
200704,617,500.0,500,2
200704,618,500.0,500,2
202752,619,500.0,500,2
202752,620,500.0,500,2
202752,621,500.0,500,2
202752,622,500.0,500,2
204800,623,500.0,500,2
204800,624,500.0,500,2
204800,625,500.0,500,2
204800,626,500.0,500,2
206848,627,500.0,500,2
206848,628,500.0,500,2
206848,629,500.0,500,2
206848,630,417.0,417,2
208896,631,500.0,500,2
208896,632,500.0,500,2
208896,633,500.0,500,2
208896,634,500.0,500,2
210944,635,500.0,500,2
210944,636,500.0,500,2
210944,637,366.0,366,2
210944,638,500.0,500,2
212992,639,500.0,500,2
212992,640,319.0,319,2
212992,641,500.0,500,2
212992,642,500.0,500,2
215040,643,500.0,500,2
215040,644,500.0,500,2
215040,645,500.0,500,2
215040,646,500.0,500,2
217088,647,500.0,500,2
217088,648,500.0,500,2
217088,649,500.0,500,2
217088,650,500.0,500,2
219136,651,500.0,500,2
219136,652,500.0,500,2
219136,653,500.0,500,2
219136,654,500.0,500,2
221184,655,425.0,425,2
221184,656,381.0,381,2
221184,657,500.0,500,2
221184,658,343.0,343,2
223232,659,455.0,455,2
223232,660,216.0,216,2
223232,661,500.0,500,2
223232,662,440.0,440,2
223232,663,76.0,76,2
225280,664,500.0,500,2
225280,665,500.0,500,2
225280,666,500.0,500,2
225280,667,500.0,500,2
227328,668,377.0,377,2
227328,669,500.0,500,2
227328,670,500.0,500,2
227328,671,500.0,500,2
229376,672,500.0,500,2
229376,673,500.0,500,2
229376,674,500.0,500,2
229376,675,500.0,500,2
231424,676,500.0,500,2
231424,677,500.0,500,2
231424,678,500.0,500,2
231424,679,500.0,500,2
233472,680,500.0,500,2
233472,681,500.0,500,2
233472,682,500.0,500,2
233472,683,500.0,500,2
235520,684,500.0,500,2
235520,685,426.0,426,2
235520,686,500.0,500,2
235520,687,500.0,500,2
237568,688,500.0,500,2
237568,689,500.0,500,2
237568,690,500.0,500,2
237568,691,418.0,418,2
239616,692,500.0,500,2
239616,693,500.0,500,2
239616,694,500.0,500,2
239616,695,500.0,500,2
241664,696,500.0,500,2
241664,697,500.0,500,2
241664,698,500.0,500,2
241664,699,500.0,500,2
243712,700,500.0,500,2
243712,701,500.0,500,2
243712,702,500.0,500,2
243712,703,500.0,500,2
245760,704,500.0,500,2
245760,705,500.0,500,2
245760,706,500.0,500,2
245760,707,500.0,500,2
247808,708,500.0,500,2
247808,709,500.0,500,2
247808,710,500.0,500,2
247808,711,500.0,500,2
249856,712,500.0,500,2
249856,713,500.0,500,2
249856,714,500.0,500,2
249856,715,500.0,500,2
251904,716,500.0,500,2
251904,717,500.0,500,2
251904,718,500.0,500,2
251904,719,500.0,500,2
253952,720,500.0,500,2
253952,721,500.0,500,2
253952,722,500.0,500,2
253952,723,500.0,500,2
256000,724,500.0,500,2
256000,725,500.0,500,2
256000,726,500.0,500,2
256000,727,500.0,500,2
258048,728,500.0,500,2
258048,729,500.0,500,2
258048,730,500.0,500,2
258048,731,500.0,500,2
260096,732,500.0,500,2
260096,733,500.0,500,2
260096,734,500.0,500,2
260096,735,500.0,500,2
262144,736,500.0,500,2
262144,737,500.0,500,2
262144,738,500.0,500,2
262144,739,500.0,500,2
264192,740,500.0,500,2
264192,741,500.0,500,2
264192,742,500.0,500,2
264192,743,500.0,500,2
266240,744,500.0,500,2
266240,745,211.0,211,2
266240,746,500.0,500,2
266240,747,500.0,500,2
268288,748,500.0,500,2
268288,749,500.0,500,2
268288,750,500.0,500,2
268288,751,500.0,500,2
270336,752,500.0,500,2
270336,753,430.0,430,2
270336,754,500.0,500,2
270336,755,500.0,500,2
272384,756,500.0,500,2
272384,757,500.0,500,2
272384,758,500.0,500,2
272384,759,500.0,500,2
274432,760,500.0,500,2
274432,761,500.0,500,2
274432,762,500.0,500,2
274432,763,500.0,500,2
276480,764,500.0,500,2
276480,765,500.0,500,2
276480,766,500.0,500,2
276480,767,500.0,500,2
278528,768,500.0,500,2
278528,769,500.0,500,2
278528,770,500.0,500,2
278528,771,500.0,500,2
280576,772,500.0,500,2
280576,773,500.0,500,2
280576,774,500.0,500,2
280576,775,500.0,500,2
282624,776,500.0,500,2
282624,777,500.0,500,2
282624,778,500.0,500,2
282624,779,500.0,500,2
284672,780,500.0,500,2
284672,781,500.0,500,2
284672,782,500.0,500,2
284672,783,500.0,500,2
286720,784,500.0,500,2
286720,785,500.0,500,2
286720,786,500.0,500,2
286720,787,500.0,500,2
288768,788,408.0,408,2
288768,789,500.0,500,2
288768,790,500.0,500,2
288768,791,500.0,500,2
290816,792,500.0,500,2
290816,793,500.0,500,2
290816,794,500.0,500,2
290816,795,500.0,500,2
292864,796,500.0,500,2
292864,797,500.0,500,2
292864,798,500.0,500,2
292864,799,500.0,500,2
294912,800,500.0,500,2
294912,801,500.0,500,2
294912,802,221.0,221,2
294912,803,500.0,500,2
296960,804,500.0,500,2
296960,805,500.0,500,2
296960,806,500.0,500,2
296960,807,500.0,500,2
299008,808,500.0,500,2
299008,809,500.0,500,2
299008,810,500.0,500,2
299008,811,500.0,500,2
301056,812,500.0,500,2
301056,813,500.0,500,2
301056,814,500.0,500,2
301056,815,500.0,500,2
303104,816,500.0,500,2
303104,817,281.0,281,2
303104,818,500.0,500,2
303104,819,500.0,500,2
305152,820,202.0,202,2
305152,821,500.0,500,2
305152,822,500.0,500,2
305152,823,500.0,500,2
307200,824,500.0,500,2
307200,825,500.0,500,2
307200,826,500.0,500,2
307200,827,500.0,500,2
309248,828,500.0,500,2
309248,829,500.0,500,2
309248,830,500.0,500,2
309248,831,500.0,500,2
311296,832,500.0,500,2
311296,833,500.0,500,2
311296,834,500.0,500,2
311296,835,500.0,500,2
313344,836,500.0,500,2
313344,837,500.0,500,2
313344,838,500.0,500,2
313344,839,500.0,500,2
315392,840,500.0,500,2
315392,841,226.0,226,2
315392,842,500.0,500,2
315392,843,321.0,321,2
315392,844,500.0,500,2
317440,845,500.0,500,2
317440,846,500.0,500,2
317440,847,500.0,500,2
317440,848,50.0,50,2
319488,849,500.0,500,2
319488,850,500.0,500,2
319488,851,500.0,500,2
319488,852,500.0,500,2
321536,853,500.0,500,2
321536,854,500.0,500,2
321536,855,500.0,500,2
321536,856,500.0,500,2
323584,857,500.0,500,2
323584,858,500.0,500,2
323584,859,500.0,500,2
323584,860,500.0,500,2
325632,861,500.0,500,2
325632,862,500.0,500,2
325632,863,500.0,500,2
325632,864,500.0,500,2
327680,865,500.0,500,2
327680,866,500.0,500,2
327680,867,500.0,500,2
327680,868,500.0,500,2
329728,869,500.0,500,2
329728,870,500.0,500,2
329728,871,500.0,500,2
329728,872,500.0,500,2
331776,873,500.0,500,2
331776,874,500.0,500,2
331776,875,500.0,500,2
331776,876,500.0,500,2
333824,877,500.0,500,2
333824,878,500.0,500,2
333824,879,500.0,500,2
333824,880,500.0,500,2
335872,881,500.0,500,2
335872,882,500.0,500,2
335872,883,500.0,500,2
335872,884,500.0,500,2
337920,885,500.0,500,2
337920,886,500.0,500,2
337920,887,500.0,500,2
337920,888,500.0,500,2
339968,889,500.0,500,2
339968,890,500.0,500,2
339968,891,500.0,500,2
339968,892,500.0,500,2
342016,893,500.0,500,2
342016,894,500.0,500,2
342016,895,500.0,500,2
342016,896,500.0,500,2
344064,897,500.0,500,2
344064,898,500.0,500,2
344064,899,212.0,212,2
344064,900,500.0,500,2
346112,901,500.0,500,2
346112,902,500.0,500,2
346112,903,500.0,500,2
346112,904,500.0,500,2
348160,905,500.0,500,2
348160,906,500.0,500,2
348160,907,500.0,500,2
348160,908,500.0,500,2
350208,909,500.0,500,2
350208,910,500.0,500,2
350208,911,400.0,400,2
350208,912,500.0,500,2
352256,913,500.0,500,2
352256,914,500.0,500,2
352256,915,500.0,500,2
352256,916,500.0,500,2
354304,917,500.0,500,2
354304,918,500.0,500,2
354304,919,500.0,500,2
354304,920,500.0,500,2
356352,921,500.0,500,2
356352,922,500.0,500,2
356352,923,500.0,500,2
356352,924,500.0,500,2
358400,925,500.0,500,2
358400,926,500.0,500,2
358400,927,500.0,500,2
358400,928,500.0,500,2
360448,929,500.0,500,2
360448,930,500.0,500,2
360448,931,500.0,500,2
360448,932,339.0,339,2
362496,933,500.0,500,2
362496,934,500.0,500,2
362496,935,500.0,500,2
362496,936,500.0,500,2
364544,937,500.0,500,2
364544,938,500.0,500,2
364544,939,500.0,500,2
364544,940,500.0,500,2
366592,941,500.0,500,2
366592,942,500.0,500,2
366592,943,500.0,500,2
366592,944,500.0,500,2
368640,945,500.0,500,2
368640,946,500.0,500,2
368640,947,500.0,500,2
368640,948,346.0,346,2
370688,949,500.0,500,2
370688,950,500.0,500,2
370688,951,500.0,500,2
370688,952,500.0,500,2
372736,953,500.0,500,2
372736,954,500.0,500,2
372736,955,500.0,500,2
372736,956,500.0,500,2
374784,957,500.0,500,2
374784,958,500.0,500,2
374784,959,500.0,500,2
374784,960,500.0,500,2
376832,961,500.0,500,2
376832,962,500.0,500,2
376832,963,500.0,500,2
376832,964,500.0,500,2
378880,965,500.0,500,2
378880,966,500.0,500,2
378880,967,500.0,500,2
378880,968,500.0,500,2
380928,969,500.0,500,2
380928,970,500.0,500,2
380928,971,500.0,500,2
380928,972,500.0,500,2
382976,973,500.0,500,2
382976,974,500.0,500,2
382976,975,500.0,500,2
382976,976,326.0,326,2
385024,977,500.0,500,2
385024,978,500.0,500,2
385024,979,500.0,500,2
385024,980,500.0,500,2
387072,981,500.0,500,2
387072,982,500.0,500,2
387072,983,500.0,500,2
387072,984,500.0,500,2
389120,985,500.0,500,2
389120,986,500.0,500,2
389120,987,500.0,500,2
389120,988,500.0,500,2
391168,989,500.0,500,2
391168,990,500.0,500,2
391168,991,500.0,500,2
391168,992,500.0,500,2
393216,993,471.0,471,2
393216,994,500.0,500,2
393216,995,500.0,500,2
393216,996,500.0,500,2
395264,997,500.0,500,2
395264,998,500.0,500,2
395264,999,500.0,500,2
395264,1000,500.0,500,2
397312,1001,500.0,500,2
397312,1002,500.0,500,2
397312,1003,500.0,500,2
397312,1004,500.0,500,2
399360,1005,500.0,500,2
399360,1006,500.0,500,2
399360,1007,500.0,500,2
399360,1008,500.0,500,2
401408,1009,500.0,500,2
401408,1010,500.0,500,2
401408,1011,500.0,500,2
401408,1012,500.0,500,2
403456,1013,500.0,500,2
403456,1014,500.0,500,2
403456,1015,500.0,500,2
403456,1016,500.0,500,2
405504,1017,500.0,500,2
405504,1018,500.0,500,2
405504,1019,500.0,500,2
405504,1020,500.0,500,2
407552,1021,500.0,500,2
407552,1022,500.0,500,2
407552,1023,500.0,500,2
407552,1024,500.0,500,2
409600,1025,500.0,500,2
409600,1026,500.0,500,2
409600,1027,500.0,500,2
409600,1028,500.0,500,2
411648,1029,500.0,500,2
411648,1030,500.0,500,2
411648,1031,500.0,500,2
411648,1032,500.0,500,2
413696,1033,500.0,500,2
413696,1034,500.0,500,2
413696,1035,500.0,500,2
413696,1036,500.0,500,2
415744,1037,500.0,500,2
415744,1038,500.0,500,2
415744,1039,500.0,500,2
415744,1040,500.0,500,2
417792,1041,500.0,500,2
417792,1042,500.0,500,2
417792,1043,500.0,500,2
417792,1044,312.0,312,2
419840,1045,500.0,500,2
419840,1046,500.0,500,2
419840,1047,500.0,500,2
419840,1048,500.0,500,2
421888,1049,500.0,500,2
421888,1050,500.0,500,2
421888,1051,456.0,456,2
421888,1052,500.0,500,2
423936,1053,500.0,500,2
423936,1054,500.0,500,2
423936,1055,500.0,500,2
423936,1056,500.0,500,2
425984,1057,500.0,500,2
425984,1058,500.0,500,2
425984,1059,500.0,500,2
425984,1060,500.0,500,2
428032,1061,500.0,500,2
428032,1062,500.0,500,2
428032,1063,500.0,500,2
428032,1064,500.0,500,2
430080,1065,500.0,500,2
430080,1066,500.0,500,2
430080,1067,500.0,500,2
430080,1068,265.0,265,2
