step,episode,episode_return,episode_length,seed
4096,117,23.0,23,0
4096,118,33.0,33,0
4096,119,13.0,13,0
4096,120,14.0,14,0
4096,121,31.0,31,0
4096,122,64.0,64,0
4096,123,20.0,20,0
4096,124,19.0,19,0
4096,125,31.0,31,0
4096,126,103.0,103,0
4096,127,48.0,48,0
4096,128,107.0,107,0
4096,129,44.0,44,0
4096,130,17.0,17,0
4096,131,22.0,22,0
4096,132,69.0,69,0
4096,133,84.0,84,0
4096,134,9.0,9,0
4096,135,123.0,123,0
4096,136,15.0,15,0
4096,137,21.0,21,0
4096,138,47.0,47,0
4096,139,33.0,33,0
4096,140,22.0,22,0
4096,141,50.0,50,0
4096,142,34.0,34,0
4096,143,76.0,76,0
4096,144,20.0,20,0
6144,145,36.0,36,0
6144,146,37.0,37,0
6144,147,50.0,50,0
6144,148,36.0,36,0
6144,149,29.0,29,0
6144,150,76.0,76,0
6144,151,26.0,26,0
6144,152,14.0,14,0
6144,153,39.0,39,0
6144,154,36.0,36,0
6144,155,103.0,103,0
6144,156,19.0,19,0
6144,157,22.0,22,0
6144,158,18.0,18,0
6144,159,49.0,49,0
6144,160,49.0,49,0
6144,161,98.0,98,0
6144,162,60.0,60,0
6144,163,17.0,17,0
6144,164,100.0,100,0
6144,165,49.0,49,0
6144,166,11.0,11,0
6144,167,30.0,30,0
6144,168,18.0,18,0
6144,169,52.0,52,0
6144,170,140.0,140,0
6144,171,44.0,44,0
6144,172,69.0,69,0
6144,173,71.0,71,0
6144,174,66.0,66,0
6144,175,96.0,96,0
6144,176,40.0,40,0
6144,177,55.0,55,0
6144,178,18.0,18,0
6144,179,19.0,19,0
6144,180,42.0,42,0
6144,181,10.0,10,0
6144,182,96.0,96,0
6144,183,16.0,16,0
6144,184,44.0,44,0
6144,185,12.0,12,0
6144,186,74.0,74,0
8192,187,125.0,125,0
8192,188,23.0,23,0
8192,189,71.0,71,0
8192,190,162.0,162,0
8192,191,105.0,105,0
8192,192,189.0,189,0
8192,193,109.0,109,0
8192,194,37.0,37,0
8192,195,162.0,162,0
8192,196,80.0,80,0
8192,197,34.0,34,0
8192,198,203.0,203,0
8192,199,123.0,123,0
8192,200,157.0,157,0
8192,201,111.0,111,0
8192,202,86.0,86,0
8192,203,130.0,130,0
8192,204,80.0,80,0
8192,205,31.0,31,0
10240,206,130.0,130,0
10240,207,66.0,66,0
10240,208,34.0,34,0
10240,209,102.0,102,0
10240,210,169.0,169,0
10240,211,124.0,124,0
10240,212,195.0,195,0
10240,213,148.0,148,0
10240,214,165.0,165,0
10240,215,226.0,226,0
10240,216,168.0,168,0
10240,217,156.0,156,0
10240,218,150.0,150,0
10240,219,144.0,144,0
10240,220,50.0,50,0
12288,221,359.0,359,0
12288,222,242.0,242,0
12288,223,165.0,165,0
12288,224,129.0,129,0
12288,225,217.0,217,0
12288,226,192.0,192,0
12288,227,328.0,328,0
12288,228,94.0,94,0
12288,229,209.0,209,0
14336,230,292.0,292,0
14336,231,274.0,274,0
14336,232,245.0,245,0
14336,233,118.0,118,0
14336,234,325.0,325,0
14336,235,277.0,277,0
14336,236,137.0,137,0
16384,237,150.0,150,0
16384,238,373.0,373,0
16384,239,230.0,230,0
16384,240,309.0,309,0
16384,241,191.0,191,0
16384,242,226.0,226,0
16384,243,281.0,281,0
16384,244,183.0,183,0
18432,245,173.0,173,0
18432,246,385.0,385,0
18432,247,294.0,294,0
18432,248,200.0,200,0
18432,249,311.0,311,0
18432,250,401.0,401,0
20480,251,339.0,339,0
20480,252,500.0,500,0
20480,253,412.0,412,0
20480,254,463.0,463,0
22528,255,500.0,500,0
22528,256,356.0,356,0
22528,257,470.0,470,0
22528,258,463.0,463,0
24576,259,344.0,344,0
24576,260,469.0,469,0
24576,261,295.0,295,0
24576,262,328.0,328,0
24576,263,500.0,500,0
26624,264,500.0,500,0
26624,265,500.0,500,0
26624,266,500.0,500,0
26624,267,385.0,385,0
28672,268,358.0,358,0
28672,269,389.0,389,0
28672,270,251.0,251,0
28672,271,500.0,500,0
28672,272,500.0,500,0
30720,273,500.0,500,0
30720,274,500.0,500,0
30720,275,466.0,466,0
30720,276,500.0,500,0
32768,277,400.0,400,0
32768,278,255.0,255,0
32768,279,340.0,340,0
32768,280,500.0,500,0
32768,281,500.0,500,0
34816,282,233.0,233,0
34816,283,377.0,377,0
34816,284,306.0,306,0
34816,285,306.0,306,0
34816,286,404.0,404,0
36864,287,264.0,264,0
36864,288,280.0,280,0
36864,289,431.0,431,0
36864,290,500.0,500,0
36864,291,235.0,235,0
38912,292,344.0,344,0
38912,293,294.0,294,0
38912,294,448.0,448,0
38912,295,292.0,292,0
38912,296,194.0,194,0
38912,297,328.0,328,0
40960,298,312.0,312,0
40960,299,500.0,500,0
40960,300,259.0,259,0
40960,301,420.0,420,0
40960,302,403.0,403,0
43008,303,500.0,500,0
43008,304,302.0,302,0
43008,305,276.0,276,0
43008,306,327.0,327,0
43008,307,377.0,377,0
45056,308,480.0,480,0
45056,309,331.0,331,0
45056,310,308.0,308,0
45056,311,396.0,396,0
45056,312,462.0,462,0
47104,313,500.0,500,0
47104,314,500.0,500,0
47104,315,500.0,500,0
47104,316,414.0,414,0
49152,317,500.0,500,0
49152,318,500.0,500,0
49152,319,500.0,500,0
49152,320,500.0,500,0
51200,321,500.0,500,0
51200,322,500.0,500,0
51200,323,341.0,341,0
51200,324,500.0,500,0
53248,325,500.0,500,0
53248,326,500.0,500,0
53248,327,500.0,500,0
53248,328,500.0,500,0
55296,329,351.0,351,0
55296,330,500.0,500,0
55296,331,306.0,306,0
55296,332,207.0,207,0
55296,333,500.0,500,0
55296,334,180.0,180,0
57344,335,500.0,500,0
57344,336,500.0,500,0
57344,337,500.0,500,0
57344,338,500.0,500,0
59392,339,500.0,500,0
59392,340,500.0,500,0
59392,341,500.0,500,0
59392,342,500.0,500,0
61440,343,500.0,500,0
61440,344,500.0,500,0
61440,345,500.0,500,0
61440,346,500.0,500,0
63488,347,500.0,500,0
63488,348,347.0,347,0
63488,349,500.0,500,0
63488,350,500.0,500,0
65536,351,500.0,500,0
65536,352,410.0,410,0
65536,353,500.0,500,0
65536,354,348.0,348,0
67584,355,500.0,500,0
67584,356,294.0,294,0
67584,357,477.0,477,0
67584,358,500.0,500,0
69632,359,500.0,500,0
69632,360,500.0,500,0
69632,361,500.0,500,0
69632,362,500.0,500,0
71680,363,500.0,500,0
71680,364,500.0,500,0
71680,365,500.0,500,0
71680,366,500.0,500,0
73728,367,210.0,210,0
73728,368,500.0,500,0
73728,369,398.0,398,0
73728,370,500.0,500,0
75776,371,500.0,500,0
75776,372,500.0,500,0
75776,373,500.0,500,0
75776,374,500.0,500,0
77824,375,500.0,500,0
77824,376,500.0,500,0
77824,377,500.0,500,0
77824,378,500.0,500,0
79872,379,500.0,500,0
79872,380,500.0,500,0
79872,381,500.0,500,0
79872,382,500.0,500,0
81920,383,500.0,500,0
81920,384,500.0,500,0
81920,385,500.0,500,0
81920,386,500.0,500,0
83968,387,500.0,500,0
83968,388,500.0,500,0
83968,389,500.0,500,0
83968,390,500.0,500,0
86016,391,500.0,500,0
86016,392,500.0,500,0
86016,393,500.0,500,0
86016,394,500.0,500,0
88064,395,500.0,500,0
88064,396,500.0,500,0
88064,397,500.0,500,0
88064,398,500.0,500,0
90112,399,275.0,275,0
90112,400,500.0,500,0
90112,401,500.0,500,0
90112,402,500.0,500,0
92160,403,500.0,500,0
92160,404,500.0,500,0
92160,405,500.0,500,0
92160,406,500.0,500,0
94208,407,500.0,500,0
94208,408,17.0,17,0
94208,409,273.0,273,0
94208,410,500.0,500,0
94208,411,500.0,500,0
96256,412,500.0,500,0
96256,413,500.0,500,0
96256,414,500.0,500,0
96256,415,500.0,500,0
98304,416,126.0,126,0
98304,417,465.0,465,0
98304,418,115.0,115,0
98304,419,167.0,167,0
98304,420,125.0,125,0
98304,421,191.0,191,0
98304,422,116.0,116,0
98304,423,126.0,126,0
98304,424,166.0,166,0
100352,425,132.0,132,0
100352,426,500.0,500,0
100352,427,500.0,500,0
100352,428,93.0,93,0
100352,429,500.0,500,0
102400,430,500.0,500,0
102400,431,500.0,500,0
102400,432,500.0,500,0
102400,433,500.0,500,0
104448,434,408.0,408,0
104448,435,300.0,300,0
104448,436,201.0,201,0
104448,437,500.0,500,0
104448,438,419.0,419,0
106496,439,255.0,255,0
106496,440,358.0,358,0
106496,441,391.0,391,0
106496,442,345.0,345,0
106496,443,410.0,410,0
106496,444,203.0,203,0
108544,445,500.0,500,0
108544,446,380.0,380,0
108544,447,500.0,500,0
108544,448,500.0,500,0
110592,449,500.0,500,0
110592,450,312.0,312,0
110592,451,500.0,500,0
110592,452,500.0,500,0
112640,453,500.0,500,0
112640,454,308.0,308,0
112640,455,500.0,500,0
112640,456,500.0,500,0
114688,457,500.0,500,0
114688,458,500.0,500,0
114688,459,500.0,500,0
114688,460,500.0,500,0
116736,461,446.0,446,0
116736,462,500.0,500,0
116736,463,500.0,500,0
116736,464,500.0,500,0
118784,465,500.0,500,0
118784,466,500.0,500,0
118784,467,500.0,500,0
118784,468,500.0,500,0
120832,469,500.0,500,0
120832,470,500.0,500,0
120832,471,500.0,500,0
120832,472,369.0,369,0
122880,473,500.0,500,0
122880,474,500.0,500,0
122880,475,492.0,492,0
122880,476,500.0,500,0
124928,477,500.0,500,0
124928,478,500.0,500,0
124928,479,500.0,500,0
124928,480,500.0,500,0
126976,481,289.0,289,0
126976,482,500.0,500,0
126976,483,372.0,372,0
126976,484,500.0,500,0
129024,485,500.0,500,0
129024,486,500.0,500,0
129024,487,47.0,47,0
129024,488,500.0,500,0
129024,489,500.0,500,0
131072,490,500.0,500,0
131072,491,500.0,500,0
131072,492,437.0,437,0
131072,493,500.0,500,0
133120,494,472.0,472,0
133120,495,500.0,500,0
133120,496,500.0,500,0
133120,497,500.0,500,0
135168,498,500.0,500,0
135168,499,500.0,500,0
135168,500,500.0,500,0
135168,501,500.0,500,0
137216,502,500.0,500,0
137216,503,500.0,500,0
137216,504,500.0,500,0
137216,505,500.0,500,0
139264,506,500.0,500,0
139264,507,500.0,500,0
139264,508,500.0,500,0
139264,509,500.0,500,0
141312,510,500.0,500,0
141312,511,500.0,500,0
141312,512,500.0,500,0
141312,513,500.0,500,0
143360,514,500.0,500,0
143360,515,500.0,500,0
143360,516,500.0,500,0
143360,517,500.0,500,0
145408,518,500.0,500,0
145408,519,500.0,500,0
145408,520,500.0,500,0
145408,521,500.0,500,0
147456,522,500.0,500,0
147456,523,500.0,500,0
147456,524,500.0,500,0
147456,525,500.0,500,0
149504,526,500.0,500,0
149504,527,27.0,27,0
149504,528,500.0,500,0
149504,529,500.0,500,0
149504,530,500.0,500,0
151552,531,500.0,500,0
151552,532,500.0,500,0
151552,533,500.0,500,0
151552,534,500.0,500,0
153600,535,500.0,500,0
153600,536,500.0,500,0
153600,537,500.0,500,0
153600,538,500.0,500,0
155648,539,500.0,500,0
155648,540,500.0,500,0
155648,541,500.0,500,0
155648,542,500.0,500,0
157696,543,500.0,500,0
157696,544,500.0,500,0
157696,545,500.0,500,0
157696,546,500.0,500,0
159744,547,500.0,500,0
159744,548,500.0,500,0
159744,549,500.0,500,0
159744,550,500.0,500,0
161792,551,500.0,500,0
161792,552,500.0,500,0
161792,553,500.0,500,0
161792,554,500.0,500,0
163840,555,500.0,500,0
163840,556,500.0,500,0
163840,557,500.0,500,0
163840,558,500.0,500,0
165888,559,500.0,500,0
165888,560,500.0,500,0
165888,561,100.0,100,0
165888,562,500.0,500,0
165888,563,117.0,117,0
167936,564,500.0,500,0
167936,565,500.0,500,0
167936,566,500.0,500,0
167936,567,500.0,500,0
169984,568,500.0,500,0
169984,569,500.0,500,0
169984,570,500.0,500,0
169984,571,500.0,500,0
172032,572,500.0,500,0
172032,573,500.0,500,0
172032,574,500.0,500,0
172032,575,500.0,500,0
172032,576,23.0,23,0
174080,577,500.0,500,0
174080,578,500.0,500,0
174080,579,500.0,500,0
174080,580,500.0,500,0
176128,581,500.0,500,0
176128,582,500.0,500,0
176128,583,500.0,500,0
176128,584,500.0,500,0
178176,585,500.0,500,0
178176,586,500.0,500,0
178176,587,500.0,500,0
178176,588,500.0,500,0
180224,589,500.0,500,0
180224,590,500.0,500,0
180224,591,500.0,500,0
180224,592,500.0,500,0
182272,593,96.0,96,0
182272,594,500.0,500,0
182272,595,500.0,500,0
182272,596,500.0,500,0
184320,597,500.0,500,0
184320,598,500.0,500,0
184320,599,500.0,500,0
184320,600,500.0,500,0
186368,601,500.0,500,0
186368,602,500.0,500,0
186368,603,500.0,500,0
186368,604,500.0,500,0
188416,605,500.0,500,0
188416,606,500.0,500,0
188416,607,199.0,199,0
188416,608,500.0,500,0
190464,609,500.0,500,0
190464,610,500.0,500,0
190464,611,500.0,500,0
190464,612,500.0,500,0
192512,613,500.0,500,0
192512,614,500.0,500,0
192512,615,500.0,500,0
192512,616,500.0,500,0
194560,617,500.0,500,0
194560,618,500.0,500,0
194560,619,500.0,500,0
194560,620,500.0,500,0
196608,621,500.0,500,0
196608,622,500.0,500,0
196608,623,500.0,500,0
196608,624,500.0,500,0
198656,625,500.0,500,0
198656,626,500.0,500,0
198656,627,500.0,500,0
198656,628,500.0,500,0
200704,629,500.0,500,0
200704,630,500.0,500,0
200704,631,500.0,500,0
200704,632,500.0,500,0
202752,633,500.0,500,0
202752,634,500.0,500,0
202752,635,500.0,500,0
202752,636,500.0,500,0
204800,637,500.0,500,0
204800,638,500.0,500,0
204800,639,500.0,500,0
204800,640,500.0,500,0
206848,641,500.0,500,0
206848,642,500.0,500,0
206848,643,500.0,500,0
206848,644,500.0,500,0
208896,645,500.0,500,0
208896,646,500.0,500,0
208896,647,500.0,500,0
208896,648,500.0,500,0
210944,649,500.0,500,0
210944,650,500.0,500,0
210944,651,500.0,500,0
210944,652,500.0,500,0
212992,653,500.0,500,0
212992,654,500.0,500,0
212992,655,500.0,500,0
212992,656,500.0,500,0
215040,657,500.0,500,0
215040,658,500.0,500,0
215040,659,500.0,500,0
215040,660,500.0,500,0
217088,661,500.0,500,0
217088,662,500.0,500,0
217088,663,500.0,500,0
217088,664,500.0,500,0
219136,665,500.0,500,0
219136,666,41.0,41,0
219136,667,500.0,500,0
219136,668,500.0,500,0
219136,669,500.0,500,0
221184,670,495.0,495,0
221184,671,500.0,500,0
221184,672,500.0,500,0
221184,673,500.0,500,0
223232,674,500.0,500,0
223232,675,500.0,500,0
223232,676,500.0,500,0
223232,677,500.0,500,0
225280,678,500.0,500,0
225280,679,500.0,500,0
225280,680,500.0,500,0
225280,681,500.0,500,0
227328,682,500.0,500,0
227328,683,500.0,500,0
227328,684,500.0,500,0
227328,685,500.0,500,0
229376,686,500.0,500,0
229376,687,500.0,500,0
229376,688,500.0,500,0
229376,689,500.0,500,0
231424,690,500.0,500,0
231424,691,500.0,500,0
231424,692,500.0,500,0
231424,693,500.0,500,0
233472,694,500.0,500,0
233472,695,500.0,500,0
233472,696,500.0,500,0
233472,697,500.0,500,0
235520,698,500.0,500,0
235520,699,15.0,15,0
235520,700,500.0,500,0
235520,701,9.0,9,0
235520,702,500.0,500,0
235520,703,500.0,500,0
237568,704,500.0,500,0
237568,705,341.0,341,0
237568,706,500.0,500,0
237568,707,500.0,500,0
239616,708,500.0,500,0
239616,709,500.0,500,0
239616,710,500.0,500,0
239616,711,459.0,459,0
241664,712,500.0,500,0
241664,713,500.0,500,0
241664,714,500.0,500,0
241664,715,500.0,500,0
243712,716,500.0,500,0
243712,717,500.0,500,0
243712,718,500.0,500,0
243712,719,500.0,500,0
245760,720,500.0,500,0
245760,721,500.0,500,0
245760,722,500.0,500,0
245760,723,500.0,500,0
245760,724,48.0,48,0
247808,725,500.0,500,0
247808,726,500.0,500,0
247808,727,500.0,500,0
247808,728,500.0,500,0
249856,729,500.0,500,0
249856,730,500.0,500,0
249856,731,500.0,500,0
249856,732,500.0,500,0
251904,733,500.0,500,0
251904,734,500.0,500,0
251904,735,500.0,500,0
251904,736,500.0,500,0
253952,737,500.0,500,0
253952,738,500.0,500,0
253952,739,500.0,500,0
253952,740,500.0,500,0
256000,741,500.0,500,0
256000,742,500.0,500,0
256000,743,500.0,500,0
256000,744,500.0,500,0
258048,745,500.0,500,0
258048,746,500.0,500,0
258048,747,500.0,500,0
258048,748,500.0,500,0
260096,749,500.0,500,0
260096,750,500.0,500,0
260096,751,500.0,500,0
260096,752,500.0,500,0
262144,753,500.0,500,0
262144,754,500.0,500,0
262144,755,500.0,500,0
262144,756,500.0,500,0
264192,757,500.0,500,0
264192,758,500.0,500,0
264192,759,500.0,500,0
264192,760,500.0,500,0
266240,761,500.0,500,0
266240,762,500.0,500,0
266240,763,500.0,500,0
266240,764,500.0,500,0
268288,765,500.0,500,0
268288,766,500.0,500,0
268288,767,500.0,500,0
268288,768,500.0,500,0
270336,769,500.0,500,0
270336,770,500.0,500,0
270336,771,500.0,500,0
270336,772,500.0,500,0
272384,773,500.0,500,0
272384,774,500.0,500,0
272384,775,500.0,500,0
272384,776,500.0,500,0
274432,777,500.0,500,0
274432,778,500.0,500,0
274432,779,500.0,500,0
274432,780,500.0,500,0
276480,781,500.0,500,0
276480,782,500.0,500,0
276480,783,500.0,500,0
276480,784,500.0,500,0
278528,785,500.0,500,0
278528,786,500.0,500,0
278528,787,500.0,500,0
278528,788,500.0,500,0
280576,789,500.0,500,0
280576,790,500.0,500,0
280576,791,500.0,500,0
280576,792,500.0,500,0
282624,793,500.0,500,0
282624,794,500.0,500,0
282624,795,500.0,500,0
282624,796,500.0,500,0
284672,797,500.0,500,0
284672,798,500.0,500,0
284672,799,500.0,500,0
284672,800,500.0,500,0
286720,801,500.0,500,0
286720,802,500.0,500,0
286720,803,500.0,500,0
286720,804,500.0,500,0
288768,805,500.0,500,0
288768,806,500.0,500,0
288768,807,500.0,500,0
288768,808,500.0,500,0
290816,809,500.0,500,0
290816,810,500.0,500,0
290816,811,500.0,500,0
290816,812,500.0,500,0
292864,813,500.0,500,0
292864,814,500.0,500,0
292864,815,500.0,500,0
292864,816,500.0,500,0
294912,817,500.0,500,0
294912,818,500.0,500,0
294912,819,500.0,500,0
294912,820,500.0,500,0
296960,821,500.0,500,0
296960,822,500.0,500,0
296960,823,500.0,500,0
296960,824,500.0,500,0
299008,825,500.0,500,0
299008,826,500.0,500,0
299008,827,500.0,500,0
299008,828,500.0,500,0
301056,829,500.0,500,0
301056,830,500.0,500,0
301056,831,500.0,500,0
301056,832,500.0,500,0
303104,833,500.0,500,0
303104,834,500.0,500,0
303104,835,500.0,500,0
303104,836,500.0,500,0
305152,837,460.0,460,0
305152,838,500.0,500,0
305152,839,500.0,500,0
305152,840,500.0,500,0
307200,841,500.0,500,0
307200,842,500.0,500,0
307200,843,486.0,486,0
307200,844,500.0,500,0
309248,845,472.0,472,0
309248,846,500.0,500,0
309248,847,458.0,458,0
309248,848,472.0,472,0
311296,849,500.0,500,0
311296,850,488.0,488,0
311296,851,500.0,500,0
311296,852,500.0,500,0
313344,853,500.0,500,0
313344,854,500.0,500,0
313344,855,500.0,500,0
313344,856,500.0,500,0
313344,857,36.0,36,0
315392,858,500.0,500,0
315392,859,390.0,390,0
315392,860,500.0,500,0
315392,861,298.0,298,0
317440,862,500.0,500,0
317440,863,500.0,500,0
317440,864,312.0,312,0
317440,865,500.0,500,0
319488,866,500.0,500,0
319488,867,500.0,500,0
319488,868,500.0,500,0
319488,869,500.0,500,0
321536,870,235.0,235,0
321536,871,31.0,31,0
321536,872,500.0,500,0
321536,873,500.0,500,0
321536,874,31.0,31,0
321536,875,26.0,26,0
321536,876,500.0,500,0
323584,877,500.0,500,0
323584,878,272.0,272,0
323584,879,458.0,458,0
323584,880,52.0,52,0
323584,881,20.0,20,0
323584,882,500.0,500,0
325632,883,438.0,438,0
325632,884,500.0,500,0
325632,885,73.0,73,0
325632,886,500.0,500,0
325632,887,480.0,480,0
327680,888,500.0,500,0
327680,889,476.0,476,0
327680,890,29.0,29,0
327680,891,500.0,500,0
327680,892,500.0,500,0
329728,893,500.0,500,0
329728,894,500.0,500,0
329728,895,500.0,500,0
329728,896,500.0,500,0
331776,897,402.0,402,0
331776,898,500.0,500,0
331776,899,479.0,479,0
331776,900,421.0,421,0
333824,901,469.0,469,0
333824,902,500.0,500,0
333824,903,500.0,500,0
333824,904,500.0,500,0
335872,905,500.0,500,0
335872,906,500.0,500,0
335872,907,500.0,500,0
335872,908,500.0,500,0
337920,909,500.0,500,0
337920,910,475.0,475,0
337920,911,500.0,500,0
337920,912,500.0,500,0
339968,913,150.0,150,0
339968,914,398.0,398,0
339968,915,500.0,500,0
339968,916,500.0,500,0
339968,917,500.0,500,0
342016,918,500.0,500,0
342016,919,500.0,500,0
342016,920,500.0,500,0
342016,921,452.0,452,0
344064,922,500.0,500,0
344064,923,500.0,500,0
344064,924,500.0,500,0
344064,925,500.0,500,0
346112,926,453.0,453,0
346112,927,336.0,336,0
346112,928,464.0,464,0
346112,929,418.0,418,0
348160,930,500.0,500,0
348160,931,500.0,500,0
348160,932,500.0,500,0
348160,933,500.0,500,0
350208,934,500.0,500,0
350208,935,500.0,500,0
350208,936,500.0,500,0
350208,937,500.0,500,0
352256,938,267.0,267,0
352256,939,353.0,353,0
352256,940,500.0,500,0
352256,941,500.0,500,0
354304,942,500.0,500,0
354304,943,483.0,483,0
354304,944,234.0,234,0
354304,945,353.0,353,0
356352,946,453.0,453,0
356352,947,386.0,386,0
356352,948,388.0,388,0
356352,949,407.0,407,0
358400,950,392.0,392,0
358400,951,500.0,500,0
358400,952,449.0,449,0
358400,953,450.0,450,0
360448,954,500.0,500,0
360448,955,500.0,500,0
360448,956,420.0,420,0
360448,957,365.0,365,0
362496,958,432.0,432,0
362496,959,485.0,485,0
362496,960,500.0,500,0
362496,961,500.0,500,0
364544,962,373.0,373,0
364544,963,500.0,500,0
364544,964,500.0,500,0
364544,965,500.0,500,0
366592,966,500.0,500,0
366592,967,500.0,500,0
366592,968,500.0,500,0
366592,969,500.0,500,0
368640,970,475.0,475,0
368640,971,500.0,500,0
368640,972,500.0,500,0
368640,973,500.0,500,0
370688,974,500.0,500,0
370688,975,500.0,500,0
370688,976,500.0,500,0
370688,977,235.0,235,0
372736,978,500.0,500,0
372736,979,500.0,500,0
372736,980,500.0,500,0
372736,981,96.0,96,0
374784,982,487.0,487,0
374784,983,500.0,500,0
374784,984,446.0,446,0
374784,985,430.0,430,0
376832,986,500.0,500,0
376832,987,471.0,471,0
376832,988,475.0,475,0
376832,989,283.0,283,0
378880,990,500.0,500,0
378880,991,500.0,500,0
378880,992,249.0,249,0
378880,993,500.0,500,0
380928,994,297.0,297,0
380928,995,363.0,363,0
380928,996,500.0,500,0
380928,997,500.0,500,0
380928,998,241.0,241,0
382976,999,374.0,374,0
382976,1000,436.0,436,0
382976,1001,500.0,500,0
382976,1002,500.0,500,0
385024,1003,500.0,500,0
385024,1004,324.0,324,0
385024,1005,500.0,500,0
385024,1006,500.0,500,0
387072,1007,497.0,497,0
387072,1008,481.0,481,0
387072,1009,500.0,500,0
387072,1010,364.0,364,0
389120,1011,500.0,500,0
389120,1012,387.0,387,0
389120,1013,365.0,365,0
389120,1014,500.0,500,0
391168,1015,445.0,445,0
391168,1016,420.0,420,0
391168,1017,500.0,500,0
391168,1018,372.0,372,0
393216,1019,430.0,430,0
393216,1020,500.0,500,0
393216,1021,471.0,471,0
393216,1022,423.0,423,0
395264,1023,500.0,500,0
395264,1024,500.0,500,0
395264,1025,500.0,500,0
395264,1026,500.0,500,0
397312,1027,480.0,480,0
397312,1028,500.0,500,0
397312,1029,500.0,500,0
397312,1030,500.0,500,0
399360,1031,500.0,500,0
399360,1032,500.0,500,0
399360,1033,112.0,112,0
399360,1034,500.0,500,0
401408,1035,500.0,500,0
401408,1036,500.0,500,0
401408,1037,500.0,500,0
401408,1038,500.0,500,0
403456,1039,500.0,500,0
403456,1040,500.0,500,0
403456,1041,500.0,500,0
403456,1042,500.0,500,0
405504,1043,500.0,500,0
405504,1044,500.0,500,0
405504,1045,500.0,500,0
405504,1046,500.0,500,0
407552,1047,500.0,500,0
407552,1048,500.0,500,0
407552,1049,94.0,94,0
407552,1050,500.0,500,0
409600,1051,500.0,500,0
409600,1052,500.0,500,0
409600,1053,500.0,500,0
409600,1054,410.0,410,0
411648,1055,500.0,500,0
411648,1056,500.0,500,0
411648,1057,500.0,500,0
411648,1058,500.0,500,0
413696,1059,500.0,500,0
413696,1060,500.0,500,0
413696,1061,500.0,500,0
413696,1062,319.0,319,0
415744,1063,500.0,500,0
415744,1064,500.0,500,0
415744,1065,500.0,500,0
415744,1066,500.0,500,0
417792,1067,500.0,500,0
417792,1068,500.0,500,0
